lng1,lat1,lng2,lat2,id1,id2
-90.160614,38.718949,-90.160137,38.719399,171194002004,171194002001
-90.160137,38.719399,-90.1599,38.719646,171194002004,171194002001
-90.1599,38.719646,-90.159677,38.719902,171194002004,171194002001
-90.159677,38.719902,-90.159503,38.72012,171194002004,171194002001
-90.159503,38.72012,-90.159315,38.720382,171194002004,171194002001
-90.159315,38.720382,-90.159045,38.720812,171194002004,171194002001
-90.159045,38.720812,-90.158705,38.721392,171194002004,171194002001
-90.158705,38.721392,-90.158362,38.721878,171194002004,171194002001
-90.158362,38.721878,-90.158048,38.722298,171194002004,171194002001
-90.158048,38.722298,-90.157593,38.723021,171194002004,171194002001
-90.157593,38.723021,-90.157205,38.723669,171194002004,171194002001
-90.157205,38.723669,-90.155652,38.726428,171194002004,171194002001
-90.164812,38.715824,-90.164695,38.71589,171194002004,171194002002
-90.164695,38.71589,-90.164603,38.715959,171194002004,171194002002
-90.164603,38.715959,-90.163584,38.716867,171194002004,171194002002
-90.163584,38.716867,-90.163396,38.717006,171194002004,171194002002
-90.163396,38.717006,-90.163219,38.717116,171194002004,171194002002
-90.163219,38.717116,-90.162675,38.717407,171194002004,171194002002
-90.162675,38.717407,-90.162329,38.717611,171194002004,171194002002
-90.162329,38.717611,-90.161996,38.717827,171194002004,171194002002
-90.161996,38.717827,-90.161701,38.718035,171194002004,171194002002
-90.161701,38.718035,-90.161348,38.718306,171194002004,171194002002
-90.161348,38.718306,-90.161003,38.718594,171194002004,171194002002
-90.161003,38.718594,-90.160614,38.718949,171194002004,171194002002
-90.160786,38.709575,-90.161147,38.710114,171194002004,171194002002
-90.161147,38.710114,-90.161357,38.710426,171194002004,171194002002
-90.161357,38.710426,-90.163108,38.713055,171194002004,171194002002
-90.163108,38.713055,-90.163453,38.713569,171194002004,171194002002
-90.163453,38.713569,-90.163603,38.713784,171194002004,171194002002
-90.163603,38.713784,-90.164052,38.714427,171194002004,171194002002
-90.164052,38.714427,-90.164145,38.714556,171194002004,171194002002
-90.164145,38.714556,-90.164538,38.71515,171194002004,171194002002
-90.164538,38.71515,-90.164947,38.715768,171194002004,171194002002
-90.164947,38.715768,-90.164812,38.715824,171194002004,171194002002
-90.164146,38.709098,-90.16217,38.709124,171194002004,171194002003
-90.16217,38.709124,-90.160504,38.709155,171194002004,171194002003
-90.160504,38.709155,-90.160786,38.709575,171194002004,171194002003
-90.155658,38.704198,-90.155781,38.704293,171194002004,171194002003
-90.155781,38.704293,-90.155859,38.704353,171194002004,171194002003
-90.155859,38.704353,-90.155923,38.704402,171194002004,171194002003
-90.155923,38.704402,-90.156644,38.704959,171194002004,171194002003
-90.156644,38.704959,-90.157489,38.705619,171194002004,171194002003
-90.157489,38.705619,-90.158513,38.706401,171194002004,171194002003
-90.158513,38.706401,-90.158611,38.706486,171194002004,171194002003
-90.158611,38.706486,-90.159383,38.706484,171194002004,171194002003
-90.159383,38.706484,-90.160181,38.706473,171194002004,171194002003
-90.160181,38.706473,-90.162146,38.706445,171194002004,171194002003
-90.162146,38.706445,-90.1641,38.706425,171194002004,171194002003
-90.1641,38.706425,-90.164114,38.706718,171194002004,171194002003
-90.164114,38.706718,-90.164124,38.707312,171194002004,171194002003
-90.164124,38.707312,-90.164138,38.708206,171194002004,171194002003
-90.164138,38.708206,-90.164142,38.708603,171194002004,171194002003
-90.164142,38.708603,-90.164146,38.709098,171194002004,171194002003
-90.180556,38.703207,-90.180306,38.703134,171194002004,171194002005
-90.180306,38.703134,-90.179097,38.70264,171194002004,171194002005
-90.179097,38.70264,-90.178575,38.702872,171194002004,171194002005
-90.178575,38.702872,-90.178271,38.703013,171194002004,171194002005
-90.178271,38.703013,-90.177234,38.703494,171194002004,171194002005
-90.177234,38.703494,-90.175498,38.704288,171194002004,171194002005
-90.175498,38.704288,-90.174323,38.704819,171194002004,171194002005
-90.174323,38.704819,-90.171435,38.706142,171194002004,171194002005
-90.171435,38.706142,-90.171284,38.706203,171194002004,171194002005
-90.171284,38.706203,-90.171129,38.706253,171194002004,171194002005
-90.171129,38.706253,-90.170974,38.706293,171194002004,171194002005
-90.170974,38.706293,-90.170814,38.706323,171194002004,171194002005
-90.170814,38.706323,-90.170644,38.706344,171194002004,171194002005
-90.170644,38.706344,-90.170504,38.70635,171194002004,171194002005
-90.170504,38.70635,-90.17036,38.706357,171194002004,171194002005
-90.17036,38.706357,-90.169987,38.706362,171194002004,171194002005
-90.169987,38.706362,-90.169722,38.706361,171194002004,171194002005
-90.169722,38.706361,-90.167989,38.70638,171194002004,171194002005
-90.167989,38.70638,-90.167882,38.705498,171194002004,171194002005
-90.167882,38.705498,-90.167877,38.705436,171194002004,171194002005
-90.167877,38.705436,-90.167829,38.704892,171194002004,171194002005
-90.167829,38.704892,-90.167811,38.704572,171194002004,171194002005
-90.167811,38.704572,-90.167794,38.704286,171194002004,171194002005
-90.167794,38.704286,-90.167778,38.70371,171194002004,171194002005
-90.167778,38.70371,-90.167766,38.70245,171194002004,171194002005
-90.167766,38.70245,-90.167746,38.701457,171194002004,171194002005
-90.167746,38.701457,-90.167569,38.701458,171194002004,171194002005
-90.167569,38.701458,-90.166747,38.701459,171194002004,171194002005
-90.166747,38.701459,-90.165601,38.70146,171194002004,171194002005
-90.165601,38.70146,-90.164449,38.701463,171194002004,171194002005
-90.164449,38.701463,-90.163286,38.701468,171194002004,171194002005
-90.163286,38.701468,-90.162121,38.701473,171194002004,171194002005
-90.162121,38.701473,-90.160977,38.701477,171194002004,171194002005
-90.160977,38.701477,-90.158372,38.701485,171194002004,171194002005
-90.158372,38.701485,-90.158113,38.701487,171194002004,171194002005
-90.158113,38.701487,-90.158016,38.701487,171194002004,171194002005
-90.158016,38.701487,-90.157816,38.701488,171194002004,171194002005
-90.157816,38.701488,-90.157544,38.701488,171194002004,171194002005
-90.157544,38.701488,-90.157149,38.701862,171194002004,171194040004
-90.157149,38.701862,-90.157436,38.70184,171194002004,171194040004
-90.157436,38.70184,-90.15769,38.701821,171194002004,171194040004
-90.15769,38.701821,-90.157755,38.701816,171194002004,171194040004
-90.157755,38.701816,-90.157201,38.702512,171194002004,171194040004
-90.157201,38.702512,-90.15681,38.702981,171194002004,171194040004
-90.15681,38.702981,-90.156404,38.703442,171194002004,171194040004
-90.156404,38.703442,-90.155984,38.703895,171194002004,171194040004
-90.155984,38.703895,-90.155658,38.704198,171194002004,171194040004
-90.155652,38.726428,-90.158324,38.727329,171194002004,171194041002
-90.158324,38.727329,-90.159437,38.727718,171194002004,171194041002
-90.159437,38.727718,-90.15975,38.727838,171194002004,171194041002
-90.15975,38.727838,-90.160117,38.727993,171194002004,171194041002
-90.160117,38.727993,-90.160507,38.728176,171194002004,171194041002
-90.160507,38.728176,-90.16059,38.728065,171194002004,171194041002
-90.16059,38.728065,-90.161476,38.728398,171194002004,171194041002
-90.161476,38.728398,-90.161909,38.728549,171194002004,171194041002
-90.161909,38.728549,-90.173709,38.71215,171194002004,171194041002
-90.173709,38.71215,-90.180409,38.70335,171194002004,171194041002
-90.180409,38.70335,-90.180556,38.703207,171194002004,171194041002
-90.157544,38.701488,-90.157816,38.701488,171194002005,171194002004
-90.157816,38.701488,-90.158016,38.701487,171194002005,171194002004
-90.158016,38.701487,-90.158113,38.701487,171194002005,171194002004
-90.158113,38.701487,-90.158372,38.701485,171194002005,171194002004
-90.158372,38.701485,-90.160977,38.701477,171194002005,171194002004
-90.160977,38.701477,-90.162121,38.701473,171194002005,171194002004
-90.162121,38.701473,-90.163286,38.701468,171194002005,171194002004
-90.163286,38.701468,-90.164449,38.701463,171194002005,171194002004
-90.164449,38.701463,-90.165601,38.70146,171194002005,171194002004
-90.165601,38.70146,-90.166747,38.701459,171194002005,171194002004
-90.166747,38.701459,-90.167569,38.701458,171194002005,171194002004
-90.167569,38.701458,-90.167746,38.701457,171194002005,171194002004
-90.167746,38.701457,-90.167766,38.70245,171194002005,171194002004
-90.167766,38.70245,-90.167778,38.70371,171194002005,171194002004
-90.167778,38.70371,-90.167794,38.704286,171194002005,171194002004
-90.167794,38.704286,-90.167811,38.704572,171194002005,171194002004
-90.167811,38.704572,-90.167829,38.704892,171194002005,171194002004
-90.167829,38.704892,-90.167877,38.705436,171194002005,171194002004
-90.167877,38.705436,-90.167882,38.705498,171194002005,171194002004
-90.167882,38.705498,-90.167989,38.70638,171194002005,171194002004
-90.167989,38.70638,-90.169722,38.706361,171194002005,171194002004
-90.169722,38.706361,-90.169987,38.706362,171194002005,171194002004
-90.169987,38.706362,-90.17036,38.706357,171194002005,171194002004
-90.17036,38.706357,-90.170504,38.70635,171194002005,171194002004
-90.170504,38.70635,-90.170644,38.706344,171194002005,171194002004
-90.170644,38.706344,-90.170814,38.706323,171194002005,171194002004
-90.170814,38.706323,-90.170974,38.706293,171194002005,171194002004
-90.170974,38.706293,-90.171129,38.706253,171194002005,171194002004
-90.171129,38.706253,-90.171284,38.706203,171194002005,171194002004
-90.171284,38.706203,-90.171435,38.706142,171194002005,171194002004
-90.171435,38.706142,-90.174323,38.704819,171194002005,171194002004
-90.174323,38.704819,-90.175498,38.704288,171194002005,171194002004
-90.175498,38.704288,-90.177234,38.703494,171194002005,171194002004
-90.177234,38.703494,-90.178271,38.703013,171194002005,171194002004
-90.178271,38.703013,-90.178575,38.702872,171194002005,171194002004
-90.178575,38.702872,-90.179097,38.70264,171194002005,171194002004
-90.179097,38.70264,-90.180306,38.703134,171194002005,171194002004
-90.180306,38.703134,-90.180556,38.703207,171194002005,171194002004
-90.167408,38.692056,-90.167114,38.692394,171194002005,171194006001
-90.167114,38.692394,-90.166987,38.692536,171194002005,171194006001
-90.167506,38.69194,-90.167408,38.692056,171194002005,171194006001
