lng1,lat1,lng2,lat2,id1,id2
-93.547442,41.636833,-93.547437,41.636773,191530001011,191530001012
-93.547437,41.636773,-93.547452,41.636713,191530001011,191530001012
-93.547452,41.636713,-93.547495,41.636642,191530001011,191530001012
-93.547495,41.636642,-93.547626,41.636511,191530001011,191530001012
-93.547626,41.636511,-93.547863,41.636295,191530001011,191530001012
-93.547863,41.636295,-93.548148,41.635981,191530001011,191530001012
-93.548148,41.635981,-93.548387,41.635647,191530001011,191530001012
-93.548387,41.635647,-93.548679,41.635205,191530001011,191530001012
-93.548679,41.635205,-93.548904,41.634754,191530001011,191530001012
-93.548904,41.634754,-93.549564,41.633206,191530001011,191530001012
-93.549564,41.633206,-93.549598,41.633124,191530001011,191530001012
-93.549598,41.633124,-93.550303,41.631299,191530001011,191530001012
-93.550303,41.631299,-93.551078,41.629552,191530001011,191530001012
-93.551078,41.629552,-93.551527,41.629549,191530001011,191530001012
-93.551527,41.629549,-93.551074,41.62947,191530001011,191530001012
-93.551074,41.62947,-93.551453,41.628617,191530001011,191530001012
-93.551453,41.628617,-93.551501,41.628481,191530001011,191530001012
-93.551501,41.628481,-93.551531,41.62834,191530001011,191530001012
-93.551531,41.62834,-93.551538,41.628272,191530001011,191530001012
-93.551538,41.628272,-93.551541,41.628191,191530001011,191530001012
-93.551541,41.628191,-93.551544,41.62772,191530001011,191530001012
-93.5419,41.629596,-93.540899,41.629596,191530001011,191530001021
-93.540899,41.629596,-93.539935,41.629596,191530001011,191530001021
-93.539935,41.629596,-93.538787,41.629597,191530001011,191530001021
-93.538787,41.629597,-93.537809,41.629597,191530001011,191530001021
-93.537809,41.629597,-93.537487,41.629597,191530001011,191530001021
-93.537487,41.629597,-93.536475,41.629598,191530001011,191530001021
-93.536475,41.629598,-93.533115,41.629603,191530001011,191530001021
-93.533115,41.629603,-93.532094,41.629604,191530001011,191530001021
-93.532094,41.629604,-93.529915,41.629603,191530001011,191530001021
-93.551507,41.62772,-93.549383,41.627727,191530001011,191530001031
-93.549383,41.627727,-93.549095,41.627728,191530001011,191530001031
-93.549095,41.627728,-93.548602,41.627797,191530001011,191530001031
-93.548602,41.627797,-93.548372,41.627814,191530001011,191530001031
-93.548372,41.627814,-93.548248,41.62784,191530001011,191530001031
-93.548248,41.62784,-93.547707,41.627902,191530001011,191530001031
-93.547707,41.627902,-93.547265,41.628021,191530001011,191530001031
-93.547265,41.628021,-93.547017,41.628111,191530001011,191530001031
-93.547017,41.628111,-93.546843,41.628175,191530001011,191530001031
-93.546843,41.628175,-93.546522,41.628321,191530001011,191530001031
-93.546522,41.628321,-93.545528,41.628694,191530001011,191530001031
-93.545528,41.628694,-93.545247,41.628782,191530001011,191530001031
-93.545247,41.628782,-93.54487,41.628977,191530001011,191530001031
-93.54487,41.628977,-93.543678,41.629595,191530001011,191530001031
-93.543678,41.629595,-93.5419,41.629596,191530001011,191530001031
-93.551544,41.62772,-93.551507,41.62772,191530001011,191530001032
-93.529915,41.629603,,,191530001011,191530106002
-93.529915,41.629603,-93.529915,41.62969,191530001011,191530106003
