Id,Income
1500000US360050016002,23869
1500000US360050016003,28088
1500000US360050016004,44269
1500000US360050019000,-
1500000US360050019001,37454
1500000US360050019002,-
1500000US360050019003,21771
1500000US360050019004,-
1500000US360050019005,-
1500000US360050020001,35875
1500000US360050020002,22308
1500000US360050020003,14940
1500000US360050020004,30625
1500000US360050020005,18156
1500000US360050020006,14952
1500000US360050023001,12075
1500000US360050023002,21315
1500000US360050023003,14393
1500000US360050024000,-
1500000US360050024001,-
1500000US360050025001,24077
1500000US360050025002,11790
1500000US360050025003,13386
1500000US360050025004,27917
1500000US360050025005,12885
1500000US360050027011,28517
1500000US360050027012,24167
1500000US360050027021,30231
1500000US360050027022,36154
1500000US360050027023,17121
1500000US360050027024,11279
1500000US360050028000,-
1500000US360050028001,36406
1500000US360050028002,75625
1500000US360050028003,37047
1500000US360050028004,49255
1500000US360050031001,28047
1500000US360050033001,51750
1500000US360050033002,20500
1500000US360050033003,18475
1500000US360050035001,43571
1500000US360050035002,17165
1500000US360050035003,31731
1500000US360050037001,34000
1500000US360050038001,36250
1500000US360050039001,25505
1500000US360050039002,33257
1500000US360050039003,21571
1500000US360050039004,39615
1500000US360050039005,24813
1500000US360050040011,46809
1500000US360050041001,14261
1500000US360050041002,28409
1500000US360050041003,-
1500000US360050041004,16446
1500000US360050042001,22917
1500000US360050042002,18030
1500000US360050042003,43015
1500000US360050042004,44425
1500000US360050042005,61417
1500000US360050042006,-
1500000US360050042007,23229
1500000US360050043001,18060
1500000US360050043002,28000
1500000US360050043003,27446
1500000US360050043004,18375
1500000US360050044001,22292
1500000US360050044002,18245
1500000US360050044003,26602
1500000US360050044004,12056
1500000US360050046001,31250
1500000US360050048001,27875
1500000US360050048002,24005
1500000US360050050011,40046
1500000US360050050012,17083
1500000US360050050013,19348
1500000US360050050014,27411
1500000US360050050021,48547
1500000US360050050022,40217
1500000US360050050023,23938
1500000US360050050024,30673
1500000US360050051001,38798
1500000US360050051002,21558
1500000US360050051003,20694
1500000US360050052001,17333
1500000US360050052002,16823
1500000US360050053001,12604
1500000US360050053002,17228
1500000US360050054001,31027
1500000US360050054002,32708
1500000US360050054003,23857
1500000US360050054004,22206
1500000US360050056001,11675
1500000US360050056002,37083
1500000US360050056003,42656
1500000US360050059021,47969
1500000US360050059022,27676
1500000US360050060001,40586
1500000US360050061001,40893
1500000US360050061002,44095
1500000US360050061003,-
1500000US360050062001,31841
1500000US360050062002,19391
1500000US360050062003,17129
1500000US360050062004,44207
1500000US360050062005,29948
1500000US360050063001,-
1500000US360050063002,36111
1500000US360050063003,42670
1500000US360050063004,31769
1500000US360050063005,30481
1500000US360050063006,30063
1500000US360050064001,35550
1500000US360050064002,26020
1500000US360050064003,47989
1500000US360050064004,36827
1500000US360050065001,25977
1500000US360050065002,19021
1500000US360050065003,33824
1500000US360050065004,26202
1500000US360050067001,39196
1500000US360050067002,7092
1500000US360050067003,13713
1500000US360050067004,12880
1500000US360050067005,24196
1500000US360050067006,37378
1500000US360050068001,27422
1500000US360050068002,19907
1500000US360050068003,32902
1500000US360050069001,23611
1500000US360050069002,25844
1500000US360050069003,15250
1500000US360050069004,11726
1500000US360050070001,39583
1500000US360050070002,22757
1500000US360050070003,27740
1500000US360050071001,56146
1500000US360050071002,30096
1500000US360050072001,51856
1500000US360050072002,36820
1500000US360050072003,23241
1500000US360050072004,41328
1500000US360050073001,22236
1500000US360050073002,14141
1500000US360050073003,25903
1500000US360050074001,54410
1500000US360050074002,37027
1500000US360050074003,40341
1500000US360050075001,31360
1500000US360050075002,28125
1500000US360050075003,14735
1500000US360050075004,20400
1500000US360050076001,61382
1500000US360050076002,53299
1500000US360050076003,48365
1500000US360050076004,21484
1500000US360050076005,28958
1500000US360050077001,27250
1500000US360050078001,35924
1500000US360050078002,29395
1500000US360050078003,49009
1500000US360050078004,24432
1500000US360050079001,12351
1500000US360050079002,35393
1500000US360050079003,32500
1500000US360050079004,28571
1500000US360050079005,14293
1500000US360050079006,25031
1500000US360050083001,17841
1500000US360050083002,8063
1500000US360050083003,15910
1500000US360050083004,34875
1500000US360050083005,39490
1500000US360050083006,16250
1500000US360050084001,46488
1500000US360050084002,69306
1500000US360050085001,11473
1500000US360050085002,39698
1500000US360050085003,39750
1500000US360050085004,12692
1500000US360050085005,19746
1500000US360050086001,37454
1500000US360050086002,15682
1500000US360050086003,16769
1500000US360050087001,33654
1500000US360050087002,25000
1500000US360050087003,28125
1500000US360050087004,16715
1500000US360050087005,30536
1500000US360050089001,16198
1500000US360050089002,22500
1500000US360050090000,-
1500000US360050090001,-
1500000US360050090002,85594
1500000US360050090003,25250
1500000US360050090004,84861
1500000US360050090005,20385
1500000US360050092001,29259
1500000US360050092002,16750
1500000US360050092003,35700
1500000US360050092004,24565
1500000US360050092005,44737
1500000US360050093000,-
1500000US360050093001,-
1500000US360050093002,37045
1500000US360050093003,24176
1500000US360050093004,31332
1500000US360050093005,37465
1500000US360050093006,-
1500000US360050096001,38813
1500000US360050096002,55042
1500000US360050098001,50461
1500000US360050098002,75144
1500000US360050098003,69643
1500000US360050098004,75139
1500000US360050098005,38563
1500000US360050110000,-
1500000US360050110001,46417
1500000US360050115020,-
1500000US360050115021,20197
1500000US360050115022,17917
1500000US360050115023,26806
1500000US360050117000,-
1500000US360050117001,19022
1500000US360050117002,-
1500000US360050118000,-
1500000US360050118001,88750
1500000US360050118002,98047
1500000US360050118003,53210
1500000US360050119001,32339
1500000US360050119002,30129
1500000US360050119003,45046
1500000US360050119004,11481
1500000US360050119005,22600
1500000US360050121011,31694
1500000US360050121012,36667
1500000US360050121021,17028
1500000US360050123001,24231
1500000US360050123002,31071
1500000US360050123003,11486
1500000US360050125001,25636
1500000US360050125002,27188
1500000US360050127011,16806
1500000US360050127012,30819
1500000US360050129011,14183
1500000US360050129012,14492
1500000US360050130001,68512
1500000US360050131001,16369
1500000US360050131002,45625
1500000US360050131003,22821
1500000US360050132000,-
1500000US360050132001,88952
1500000US360050132002,95417
1500000US360050132003,93667
1500000US360050132004,91373
1500000US360050132005,93232
1500000US360050133001,17319
1500000US360050133002,29224
1500000US360050133003,15707
1500000US360050133004,35299
1500000US360050135001,21902
1500000US360050135002,16005
1500000US360050135003,31458
1500000US360050138000,-
1500000US360050138001,65094
1500000US360050138002,97668
1500000US360050141001,25500
1500000US360050141002,32310
1500000US360050141003,28750
1500000US360050143001,10114
1500000US360050144001,13443
1500000US360050144002,19688
1500000US360050144003,9588
1500000US360050144004,24670
1500000US360050144005,21406
1500000US360050144006,79865
1500000US360050145001,26343
1500000US360050145002,13456
1500000US360050145003,15938
1500000US360050145004,12319
1500000US360050147011,26591
1500000US360050147012,20707
1500000US360050147013,14235
1500000US360050147021,21375
1500000US360050147022,18812
1500000US360050147023,14362
1500000US360050147024,12455
1500000US360050149001,17639
1500000US360050149002,42259
1500000US360050149003,12056
1500000US360050151001,40764
1500000US360050151002,38977
1500000US360050151003,24583
1500000US360050151004,27045
1500000US360050152001,56705
1500000US360050152002,58490
1500000US360050153001,19842
1500000US360050153002,29327
1500000US360050153003,20909
1500000US360050155001,30139
1500000US360050155002,26215
1500000US360050157001,16117
1500000US360050157002,24643
1500000US360050157003,46964
1500000US360050158001,55556
1500000US360050159001,40134
1500000US360050159002,13846
1500000US360050160000,-
1500000US360050160001,72083
1500000US360050160002,113667
1500000US360050160003,77074
1500000US360050160004,67847
1500000US360050161001,39286
1500000US360050161002,22673
1500000US360050161003,19848
1500000US360050161004,9363
1500000US360050162001,33275
1500000US360050162002,109708
1500000US360050163001,-
1500000US360050164001,77344
1500000US360050165001,25164
1500000US360050166001,68750
1500000US360050166002,70179
1500000US360050167001,46208
1500000US360050167002,26328
1500000US360050169001,33899
1500000US360050171001,-
1500000US360050173001,32821
1500000US360050173002,28750
1500000US360050173003,37059
1500000US360050173004,12204
1500000US360050175001,33594
1500000US360050175002,9819
1500000US360050175003,18839
1500000US360050175004,19152
1500000US360050175005,16982
1500000US360050175006,19229
1500000US360050177011,21276
1500000US360050177012,33239
1500000US360050177013,43073
1500000US360050177021,12250
1500000US360050177022,21993
1500000US360050177023,20595
1500000US360050177024,18792
1500000US360050179011,25347
1500000US360050179012,15217
1500000US360050179013,19359
1500000US360050179021,31696
1500000US360050179022,20403
1500000US360050179023,28056
1500000US360050181011,28140
1500000US360050181012,49570
1500000US360050181013,24188
1500000US360050181021,45453
1500000US360050181022,22083
1500000US360050181023,38846
1500000US360050181024,44215
1500000US360050183011,43810
1500000US360050183012,27875
1500000US360050183013,43765
1500000US360050183021,41474
1500000US360050183022,55500
1500000US360050183023,51042
1500000US360050184001,82206
1500000US360050184002,68185
1500000US360050184003,85530
1500000US360050184004,73953
1500000US360050185001,30471
1500000US360050185002,28424
1500000US360050185003,21012
1500000US360050185004,18308
1500000US360050185005,17273
1500000US360050189001,25662
1500000US360050189002,23517
1500000US360050189003,30980
1500000US360050189004,15692
1500000US360050193001,26403
1500000US360050193002,14850
1500000US360050193003,20482
1500000US360050193004,20484
1500000US360050194001,51309
1500000US360050195001,40045
1500000US360050195002,39357
1500000US360050195003,25074
1500000US360050195004,37703
1500000US360050197001,26493
1500000US360050197002,21386
1500000US360050197003,34630
1500000US360050197004,32419
1500000US360050197005,26563
1500000US360050199001,23281
1500000US360050199002,27964
1500000US360050199003,19053
1500000US360050199004,21426
1500000US360050199005,45244
1500000US360050199006,24531
1500000US360050200001,48750
1500000US360050200002,21429
1500000US360050200003,44107
1500000US360050200004,31865
1500000US360050201001,40833
1500000US360050201002,31279
1500000US360050201003,25556
1500000US360050202001,44565
1500000US360050202002,30833
1500000US360050204001,43438
1500000US360050204002,68424
1500000US360050204003,51793
1500000US360050205011,49333
1500000US360050205012,19827
1500000US360050205013,16339
1500000US360050205014,46143
1500000US360050205021,14850
1500000US360050205022,48229
1500000US360050205023,39483
1500000US360050206011,50163
1500000US360050206012,80500
1500000US360050209001,16838
1500000US360050209002,29612
1500000US360050209003,22241
1500000US360050209004,39470
1500000US360050210011,41118
1500000US360050210012,-
1500000US360050210013,72727
1500000US360050210014,49324
1500000US360050210015,44439
1500000US360050210016,57793
1500000US360050210021,22456
1500000US360050210022,67929
1500000US360050210023,-
1500000US360050210024,53809
1500000US360050210025,64063
1500000US360050210026,32292
1500000US360050210027,49444
1500000US360050210028,40294
1500000US360050211001,30000
1500000US360050211002,33661
1500000US360050211003,14762
1500000US360050211004,18182
1500000US360050212001,25000
1500000US360050212002,48110
1500000US360050212003,57472
1500000US360050212004,46611
1500000US360050212005,101048
1500000US360050213011,23672
1500000US360050213012,22151
1500000US360050213021,21341
1500000US360050213022,24803
1500000US360050213023,42317
1500000US360050213024,27292
1500000US360050215011,25786
1500000US360050215012,35986
1500000US360050215013,31685
1500000US360050215021,17350
1500000US360050215022,28125
1500000US360050215023,22917
1500000US360050215024,14072
1500000US360050215025,25739
1500000US360050216011,15833
1500000US360050216012,27652
1500000US360050216013,41759
1500000US360050216014,26000
1500000US360050216021,-
1500000US360050216022,43803
1500000US360050216023,46529
1500000US360050216024,56136
1500000US360050216025,25764
1500000US360050217001,20082
1500000US360050217002,17604
1500000US360050217003,28958
1500000US360050217004,25132
1500000US360050218001,28221
1500000US360050218002,33629
1500000US360050218003,35353
1500000US360050218004,26054
1500000US360050218005,68565
1500000US360050219001,30952
1500000US360050220001,13350
1500000US360050221011,22074
1500000US360050221012,33125
1500000US360050221013,26875
1500000US360050221021,19222
1500000US360050221022,9043
1500000US360050221023,23500
1500000US360050222001,42788
1500000US360050222002,50625
1500000US360050222003,57656
1500000US360050222004,50352
1500000US360050223001,32132
1500000US360050223002,14100
1500000US360050223003,41462
1500000US360050223004,28625
1500000US360050224011,38902
1500000US360050224012,41250
1500000US360050224031,36395
1500000US360050224032,33568
1500000US360050224041,43393
1500000US360050224042,36071
1500000US360050224043,43949
1500000US360050225001,37692
1500000US360050225002,22891
1500000US360050225003,44500
1500000US360050225004,28725
1500000US360050225005,23561
1500000US360050225006,48244
1500000US360050227011,38289
1500000US360050227012,29280
1500000US360050227013,31000
1500000US360050227021,42955
1500000US360050227031,42500
1500000US360050228001,48782
1500000US360050228002,40889
1500000US360050228003,50954
1500000US360050228004,39980
1500000US360050229011,22277
1500000US360050229012,28311
1500000US360050229013,31094
1500000US360050229014,31442
1500000US360050229015,16607
1500000US360050229021,28664
1500000US360050229022,29297
1500000US360050229023,14899
1500000US360050230001,24389
1500000US360050230002,55625
1500000US360050231001,28987
1500000US360050232001,56985
1500000US360050232002,43516
1500000US360050233011,21196
1500000US360050233012,33750
1500000US360050233013,18828
1500000US360050233014,17083
1500000US360050233021,16240
1500000US360050233022,24524
1500000US360050235011,35917
1500000US360050235012,32708
1500000US360050235013,29911
1500000US360050235021,20321
1500000US360050235022,20268
1500000US360050235023,24515
1500000US360050235024,32120
1500000US360050236001,44097
1500000US360050236002,34609
1500000US360050237021,14231
1500000US360050237031,35107
1500000US360050237032,35921
1500000US360050237033,21875
1500000US360050237041,28142
1500000US360050237042,13313
1500000US360050237043,43611
1500000US360050238001,-
1500000US360050238002,58933
1500000US360050238003,45313
1500000US360050239001,22500
1500000US360050239002,27083
1500000US360050239003,17003
1500000US360050239004,18412
1500000US360050239005,39402
1500000US360050239006,20568
1500000US360050240001,40508
1500000US360050240002,27174
1500000US360050240003,27308
1500000US360050241001,23167
1500000US360050241002,27955
1500000US360050241003,22941
1500000US360050241004,30380
1500000US360050241005,17222
1500000US360050243001,17083
1500000US360050243002,26471
1500000US360050243003,18995
1500000US360050243004,29212
1500000US360050244001,60769
1500000US360050244002,75694
1500000US360050245011,22564
1500000US360050245012,28393
1500000US360050245013,22132
1500000US360050245014,30509
1500000US360050245021,32076
1500000US360050245022,25172
1500000US360050245023,22774
1500000US360050246001,92647
1500000US360050246002,60844
1500000US360050247001,40263
1500000US360050247002,39565
1500000US360050248001,49531
1500000US360050248002,65759
1500000US360050248003,80769
1500000US360050249001,-
1500000US360050250001,50714
1500000US360050250002,54650
1500000US360050251001,31936
1500000US360050251002,31827
1500000US360050251003,21217
1500000US360050251004,31290
1500000US360050251005,39484
1500000US360050251006,45968
1500000US360050251007,17534
1500000US360050252001,48250
1500000US360050252002,72841
1500000US360050253001,29938
1500000US360050253002,30227
1500000US360050253003,38026
1500000US360050253004,28063
1500000US360050254001,32183
1500000US360050254002,48350
1500000US360050255001,25160
1500000US360050255002,18375
1500000US360050255003,15000
1500000US360050256001,37100
1500000US360050256002,64006
1500000US360050257001,30485
1500000US360050261001,64810
1500000US360050263001,15500
1500000US360050263002,28208
1500000US360050263003,35658
1500000US360050263004,35754
1500000US360050263005,30208
1500000US360050264001,83417
1500000US360050264002,48203
1500000US360050264003,86181
1500000US360050264004,72708
1500000US360050265001,29716
1500000US360050265002,39360
1500000US360050265003,38958
1500000US360050265004,36932
1500000US360050266011,56989
1500000US360050266012,29633
1500000US360050266013,51250
1500000US360050266021,29922
1500000US360050266022,54792
1500000US360050266023,63294
1500000US360050266024,46979
1500000US360050266025,48158
1500000US360050267011,51167
1500000US360050267012,17872
1500000US360050267013,28650
1500000US360050267021,31476
1500000US360050267022,30530
1500000US360050267023,38365
1500000US360050267024,73125
1500000US360050267025,27744
1500000US360050267026,53112
1500000US360050269001,29236
1500000US360050269002,34178
1500000US360050269003,26757
1500000US360050273001,45755
1500000US360050273002,49966
1500000US360050273003,36193
1500000US360050273004,45616
1500000US360050274011,87833
1500000US360050274012,100357
1500000US360050274013,39464
1500000US360050274014,72083
1500000US360050274020,-
1500000US360050274021,50625
1500000US360050274022,99545
1500000US360050274023,60234
1500000US360050276000,-
1500000US360050276001,57222
1500000US360050277001,30344
1500000US360050277002,43464
1500000US360050277003,32035
1500000US360050277004,23536
1500000US360050279001,55053
1500000US360050279002,59375
1500000US360050279003,45165
1500000US360050279004,56176
1500000US360050279005,37125
1500000US360050279006,55917
1500000US360050281001,54569
1500000US360050281002,50625
1500000US360050281003,60864
1500000US360050283001,40203
1500000US360050283002,58159
1500000US360050284001,113750
1500000US360050285001,53097
1500000US360050285002,41065
1500000US360050285003,49244
1500000US360050285004,53622
1500000US360050286001,62292
1500000US360050286002,33393
1500000US360050287001,66458
1500000US360050287002,38409
1500000US360050287003,45787
1500000US360050288001,72083
1500000US360050288002,69010
1500000US360050288003,44702
1500000US360050288004,53478
1500000US360050289001,54250
1500000US360050289002,54226
1500000US360050289003,56750
1500000US360050289004,54453
1500000US360050293010,-
1500000US360050293011,116000
1500000US360050293012,86071
1500000US360050293021,106771
1500000US360050293022,67089
1500000US360050293023,102192
1500000US360050293024,73102
1500000US360050295001,82031
1500000US360050295002,77344
1500000US360050295003,117727
1500000US360050295004,80250
1500000US360050296001,50080
1500000US360050296002,31861
1500000US360050297001,85337
1500000US360050297002,107014
1500000US360050297003,79861
1500000US360050300001,31958
1500000US360050300002,58618
1500000US360050300003,44792
1500000US360050300004,41250
1500000US360050300005,51968
1500000US360050300006,85845
1500000US360050301001,24500
1500000US360050301002,117917
1500000US360050302001,42150
1500000US360050302002,51651
1500000US360050302003,22163
1500000US360050302004,-
1500000US360050302005,54436
1500000US360050302006,43006
1500000US360050307011,69788
1500000US360050307012,91094
1500000US360050307013,96510
1500000US360050307014,86818
1500000US360050309000,-
1500000US360050309001,30313
1500000US360050309002,85197
1500000US360050309003,90156
1500000US360050309004,83438
1500000US360050310001,74861
1500000US360050310002,115086
1500000US360050310003,100673
1500000US360050312001,63269
1500000US360050312002,61250
1500000US360050314001,75167
1500000US360050314002,87344
1500000US360050316001,58693
1500000US360050316002,76250
1500000US360050318001,48819
1500000US360050318002,55708
1500000US360050319000,-
1500000US360050319001,-
1500000US360050323001,91328
1500000US360050323002,80192
1500000US360050323003,-
1500000US360050323004,53295
1500000US360050324001,19535
1500000US360050324002,60903
1500000US360050326001,55389
1500000US360050326002,79688
1500000US360050326003,85203
1500000US360050328001,40000
1500000US360050328002,21799
1500000US360050328003,30469
1500000US360050328004,48125
1500000US360050330001,18352
1500000US360050330002,54245
1500000US360050330003,39504
1500000US360050330004,17188
1500000US360050332011,48750
1500000US360050332012,47566
1500000US360050332013,29231
1500000US360050332021,29219
1500000US360050332022,52622
1500000US360050332023,26422
1500000US360050332024,13523
1500000US360050334001,45270
1500000US360050335001,101250
1500000US360050335002,76518
1500000US360050335003,84250
1500000US360050336001,57426
1500000US360050336002,57069
1500000US360050336003,26071
1500000US360050336004,11756
1500000US360050336005,31765
1500000US360050336006,7998
1500000US360050337001,49806
1500000US360050337002,103750
1500000US360050337003,89375
1500000US360050338001,53850
1500000US360050338002,21154
1500000US360050338003,28015
1500000US360050338004,43641
1500000US360050340001,34271
1500000US360050340002,38243
1500000US360050340003,35382
1500000US360050340004,58421
1500000US360050342001,35156
1500000US360050342002,60625
1500000US360050343001,72857
1500000US360050343002,68438
1500000US360050344001,110300
1500000US360050344002,87938
1500000US360050345001,75406
1500000US360050345002,52174
1500000US360050345003,52054
1500000US360050348001,65833
1500000US360050348002,24617
1500000US360050348003,68542
1500000US360050348004,72986
1500000US360050350001,46731
1500000US360050350002,75417
1500000US360050351001,77344
1500000US360050351002,79167
1500000US360050351003,52378
1500000US360050356001,86484
1500000US360050356002,65000
1500000US360050358001,67500
1500000US360050358002,67909
1500000US360050358003,58465
1500000US360050358004,52300
1500000US360050358005,71023
1500000US360050358006,63933
1500000US360050358007,56083
1500000US360050359001,20750
1500000US360050360001,64200
1500000US360050360002,88833
1500000US360050360003,91818
1500000US360050361001,16838
1500000US360050361002,12292
1500000US360050361003,21250
1500000US360050361004,14291
1500000US360050361005,10521
1500000US360050363001,20259
1500000US360050363002,9515
1500000US360050363003,18438
1500000US360050363004,62685
1500000US360050363005,18269
1500000US360050363006,20000
1500000US360050364001,54706
1500000US360050364002,36477
1500000US360050364003,70000
1500000US360050365011,22109
1500000US360050365012,21250
1500000US360050365013,22143
1500000US360050365021,16184
1500000US360050365022,17955
1500000US360050367001,21600
1500000US360050367002,20588
1500000US360050368001,65370
1500000US360050368002,61146
1500000US360050369011,17888
1500000US360050369012,11094
1500000US360050369021,17417
1500000US360050369022,36958
1500000US360050370001,70375
1500000US360050370002,36667
1500000US360050370003,73309
1500000US360050371001,19342
1500000US360050371002,20547
1500000US360050371003,18208
1500000US360050371004,35855
1500000US360050372001,50804
1500000US360050372002,55405
1500000US360050373001,32633
1500000US360050373002,39732
1500000US360050373003,28114
1500000US360050373004,25750
1500000US360050374001,16932
1500000US360050374002,23641
1500000US360050374003,14286
1500000US360050374004,33214
1500000US360050375041,10455
1500000US360050375042,19167
1500000US360050375043,22466
1500000US360050376001,45473
1500000US360050376002,74030
1500000US360050378001,47355
1500000US360050378002,43571
1500000US360050378003,35568
1500000US360050379001,11200
1500000US360050379002,20809
1500000US360050379003,25296
1500000US360050379004,32792
1500000US360050379005,21542
1500000US360050380001,54560
